# tools/reflection/global_ucas.py 1.0.0 -- script object map of MISERY/Content/Paks/global.ucas
# 34912 entries, container order. NOT globally ascending by full name: case-insensitive check finds exactly 2 inversions (rows 0 and 17455), both at the seam of two 17456-row ascending runs; see script_objects_order in global-ucas.json.
# global_index / outer_index / cdo_class_index are the three FPackageObjectIndex fields of FScriptObjectEntry, hex, as stored.
# ffffffffffffffff is FPackageObjectIndex::Invalid (AsyncLoading2.h:61).
# role is this tool's vocabulary, NOT a UE type: see role_definitions in global-ucas.json. The container carries no type tag.
# path is reconstructed by walking OuterIndex and was confirmed for every row by recomputing FromScriptPath and matching global_index.
# sha256 of the body below, without this header: f07a624956561fc17825b045c7be0cb98fbd9705f147ba4a4341b0ae77c9029c
global_index	outer_index	cdo_class_index	name_number	role	path
4f5360273966bdcd	6ddb861abdc323f9	ffffffffffffffff	0	class_with_cdo	/Script/ImageWriteQueue/ImageWriteBlueprintLibrary
6af89b70b66e1cd5	793f948bdadd7e9e	ffffffffffffffff	0	package_member_unclassified	/Script/ACLPlugin/ACLCompressionLevel
794aeb305f970b7e	793f948bdadd7e9e	ffffffffffffffff	0	package_member_unclassified	/Script/ACLPlugin/ACLPhantomTrackMode
4bd19e95d2b0ca9e	793f948bdadd7e9e	ffffffffffffffff	0	package_member_unclassified	/Script/ACLPlugin/ACLRotationFormat
45818c094c71458b	793f948bdadd7e9e	ffffffffffffffff	0	package_member_unclassified	/Script/ACLPlugin/ACLVectorFormat
49f78e6245132c51	793f948bdadd7e9e	ffffffffffffffff	0	package_member_unclassified	/Script/ACLPlugin/ACLVisualFidelity
510c553062b1a6fa	793f948bdadd7e9e	ffffffffffffffff	0	package_member_unclassified	/Script/ACLPlugin/ACLVisualFidelityChangeResult
7546fcc127ef0dea	793f948bdadd7e9e	ffffffffffffffff	0	class_with_cdo	/Script/ACLPlugin/AnimationCompressionLibraryDatabase
78eeeb37075114f6	7546fcc127ef0dea	ffffffffffffffff	0	member_of_class_with_cdo	/Script/ACLPlugin/AnimationCompressionLibraryDatabase/GetVisualFidelity
7963a5f2d8eeeba3	7546fcc127ef0dea	ffffffffffffffff	0	member_of_class_with_cdo	/Script/ACLPlugin/AnimationCompressionLibraryDatabase/SetVisualFidelity
62c58c072e2c6980	793f948bdadd7e9e	ffffffffffffffff	0	class_with_cdo	/Script/ACLPlugin/AnimBoneCompressionCodec_ACL
4734dba8902997c3	793f948bdadd7e9e	ffffffffffffffff	0	class_with_cdo	/Script/ACLPlugin/AnimBoneCompressionCodec_ACLBase
4dcfbe8948eb2f66	793f948bdadd7e9e	ffffffffffffffff	0	class_with_cdo	/Script/ACLPlugin/AnimBoneCompressionCodec_ACLCustom
7aed3cef2d798894	793f948bdadd7e9e	ffffffffffffffff	0	class_with_cdo	/Script/ACLPlugin/AnimBoneCompressionCodec_ACLDatabase
69b9c0ad9adff359	793f948bdadd7e9e	ffffffffffffffff	0	class_with_cdo	/Script/ACLPlugin/AnimBoneCompressionCodec_ACLSafe
64179f19a35313a7	793f948bdadd7e9e	ffffffffffffffff	0	class_with_cdo	/Script/ACLPlugin/AnimCurveCompressionCodec_ACL
54968d7c79f8da2e	793f948bdadd7e9e	7546fcc127ef0dea	0	class_default_object	/Script/ACLPlugin/Default__AnimationCompressionLibraryDatabase
4f6e2d9c8c099365	793f948bdadd7e9e	62c58c072e2c6980	0	class_default_object	/Script/ACLPlugin/Default__AnimBoneCompressionCodec_ACL
5e92e897acb95c20	793f948bdadd7e9e	4734dba8902997c3	0	class_default_object	/Script/ACLPlugin/Default__AnimBoneCompressionCodec_ACLBase
6a5280bf8bb1077f	793f948bdadd7e9e	4dcfbe8948eb2f66	0	class_default_object	/Script/ACLPlugin/Default__AnimBoneCompressionCodec_ACLCustom
4b511b895bae05f8	793f948bdadd7e9e	7aed3cef2d798894	0	class_default_object	/Script/ACLPlugin/Default__AnimBoneCompressionCodec_ACLDatabase
5cc61af50cb398bc	793f948bdadd7e9e	69b9c0ad9adff359	0	class_default_object	/Script/ACLPlugin/Default__AnimBoneCompressionCodec_ACLSafe
4b2a4f88e0de3533	793f948bdadd7e9e	64179f19a35313a7	0	class_default_object	/Script/ACLPlugin/Default__AnimCurveCompressionCodec_ACL
791768e2f458a434	ffffffffffffffff	ffffffffffffffff	0	package	/Script/ACLPluginEditor
52b78dc93cd2f9c5	791768e2f458a434	ffffffffffffffff	0	class_with_cdo	/Script/ACLPluginEditor/ACLDatabaseBuildCommandlet
5623e1b38044d3ea	791768e2f458a434	ffffffffffffffff	0	class_with_cdo	/Script/ACLPluginEditor/ACLStatsDumpCommandlet
78c39cf0ba90320e	791768e2f458a434	ffffffffffffffff	0	class_with_cdo	/Script/ACLPluginEditor/AnimationCompressionLibraryDatabaseFactory
625b750ebf9906d2	791768e2f458a434	52b78dc93cd2f9c5	0	class_default_object	/Script/ACLPluginEditor/Default__ACLDatabaseBuildCommandlet
513144ab1c48cf3c	791768e2f458a434	5623e1b38044d3ea	0	class_default_object	/Script/ACLPluginEditor/Default__ACLStatsDumpCommandlet
557e384901798095	791768e2f458a434	78c39cf0ba90320e	0	class_default_object	/Script/ACLPluginEditor/Default__AnimationCompressionLibraryDatabaseFactory
6d2fabc9252e2cbe	ffffffffffffffff	ffffffffffffffff	0	package	/Script/ActionableMessage
5635d6648a5a6cb7	6d2fabc9252e2cbe	ffffffffffffffff	0	class_with_cdo	/Script/ActionableMessage/ActionableMessageSubsystem
6ac869f090b7867a	6d2fabc9252e2cbe	5635d6648a5a6cb7	0	class_default_object	/Script/ActionableMessage/Default__ActionableMessageSubsystem
5afa5717a694aebe	ffffffffffffffff	ffffffffffffffff	0	package	/Script/ActorLayerUtilities
75907df2ba4f328b	5afa5717a694aebe	ffffffffffffffff	0	package_member_unclassified	/Script/ActorLayerUtilities/ActorLayer
6a26258feb7ed8be	5afa5717a694aebe	5c3c86f476cc0502	0	class_default_object	/Script/ActorLayerUtilities/Default__LayersBlueprintLibrary
5c3c86f476cc0502	5afa5717a694aebe	ffffffffffffffff	0	class_with_cdo	/Script/ActorLayerUtilities/LayersBlueprintLibrary
7ad4f91afe5e0b5a	5c3c86f476cc0502	ffffffffffffffff	0	member_of_class_with_cdo	/Script/ActorLayerUtilities/LayersBlueprintLibrary/AddActorToLayer
7e14c8db9271b1c3	5c3c86f476cc0502	ffffffffffffffff	0	member_of_class_with_cdo	/Script/ActorLayerUtilities/LayersBlueprintLibrary/GetActors
6f0360a81458feb4	5c3c86f476cc0502	ffffffffffffffff	0	member_of_class_with_cdo	/Script/ActorLayerUtilities/LayersBlueprintLibrary/RemoveActorFromLayer
4f7bebe4bb715898	ffffffffffffffff	ffffffffffffffff	0	package	/Script/ActorSequence
756baa5854c350b4	4f7bebe4bb715898	ffffffffffffffff	0	class_with_cdo	/Script/ActorSequence/ActorSequence
606e99c35fed4c7f	4f7bebe4bb715898	ffffffffffffffff	0	class_with_cdo	/Script/ActorSequence/ActorSequenceComponent
6e097a5fadec750a	606e99c35fed4c7f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/ActorSequence/ActorSequenceComponent/PauseSequence
6407e1895b12a892	606e99c35fed4c7f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/ActorSequence/ActorSequenceComponent/PlaySequence
57416c7cd9dd4b5d	606e99c35fed4c7f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/ActorSequence/ActorSequenceComponent/StopSequence
627e934718155013	4f7bebe4bb715898	ffffffffffffffff	0	package_member_unclassified	/Script/ActorSequence/ActorSequenceObjectReference
637b44a3064d2283	4f7bebe4bb715898	ffffffffffffffff	0	package_member_unclassified	/Script/ActorSequence/ActorSequenceObjectReferenceMap
46a0c4f797a53acc	4f7bebe4bb715898	ffffffffffffffff	0	package_member_unclassified	/Script/ActorSequence/ActorSequenceObjectReferences
5dc1bfc968dde7d1	4f7bebe4bb715898	ffffffffffffffff	0	class_with_cdo	/Script/ActorSequence/ActorSequencePlayer
4acca31665fdd888	4f7bebe4bb715898	756baa5854c350b4	0	class_default_object	/Script/ActorSequence/Default__ActorSequence
6aea20b2eaca5a93	4acca31665fdd888	756baa5854c350b4	0	cdo_subobject	/Script/ActorSequence/Default__ActorSequence/MovieScene
4c732062f5292a19	6aea20b2eaca5a93	756baa5854c350b4	0	cdo_subobject	/Script/ActorSequence/Default__ActorSequence/MovieScene/NodeGroupCollection
6e9d3d958ed99dd7	4f7bebe4bb715898	606e99c35fed4c7f	0	class_default_object	/Script/ActorSequence/Default__ActorSequenceComponent
462d6461152c89f9	6e9d3d958ed99dd7	606e99c35fed4c7f	0	cdo_subobject	/Script/ActorSequence/Default__ActorSequenceComponent/Sequence
7b5d504eabd7fa03	462d6461152c89f9	606e99c35fed4c7f	0	cdo_subobject	/Script/ActorSequence/Default__ActorSequenceComponent/Sequence/MovieScene
673ad02eaab2c6fb	7b5d504eabd7fa03	606e99c35fed4c7f	0	cdo_subobject	/Script/ActorSequence/Default__ActorSequenceComponent/Sequence/MovieScene/NodeGroupCollection
518ea6f6079c615b	4f7bebe4bb715898	5dc1bfc968dde7d1	0	class_default_object	/Script/ActorSequence/Default__ActorSequencePlayer
6665fb66547e3817	4f7bebe4bb715898	ffffffffffffffff	0	package_member_unclassified	/Script/ActorSequence/EActorSequenceObjectReferenceType
5605466ab3359367	ffffffffffffffff	ffffffffffffffff	0	package	/Script/AddContentDialog
7202f6dfcc32124d	5605466ab3359367	ffffffffffffffff	0	package_member_unclassified	/Script/AddContentDialog/EContentSourceCategory
6fbb4f4842624f3f	5605466ab3359367	ffffffffffffffff	0	package_member_unclassified	/Script/AddContentDialog/EFeaturePackDetailLevel
625b78ed02a2c9a6	5605466ab3359367	ffffffffffffffff	0	package_member_unclassified	/Script/AddContentDialog/FeatureAdditionalFiles
44618b7ed4f11b35	5605466ab3359367	ffffffffffffffff	0	package_member_unclassified	/Script/AddContentDialog/FeaturePackLevelSet
5b9dc262b8979f86	ffffffffffffffff	ffffffffffffffff	0	package	/Script/AdvancedPreviewScene
79f21668e69e8807	5b9dc262b8979f86	ffffffffffffffff	0	class_with_cdo	/Script/AdvancedPreviewScene/AssetViewerSettings
6a833eb83696fc2b	5b9dc262b8979f86	79f21668e69e8807	0	class_default_object	/Script/AdvancedPreviewScene/Default__AssetViewerSettings
7c305e662d7e693d	5b9dc262b8979f86	639e4962d1ff2cd1	0	class_default_object	/Script/AdvancedPreviewScene/Default__LocalProfiles
47de083db71e2512	5b9dc262b8979f86	7e85744eb9738fee	0	class_default_object	/Script/AdvancedPreviewScene/Default__SharedProfiles
639e4962d1ff2cd1	5b9dc262b8979f86	ffffffffffffffff	0	class_with_cdo	/Script/AdvancedPreviewScene/LocalProfiles
74a050361b63bc00	5b9dc262b8979f86	ffffffffffffffff	0	package_member_unclassified	/Script/AdvancedPreviewScene/PreviewSceneProfile
7e85744eb9738fee	5b9dc262b8979f86	ffffffffffffffff	0	class_with_cdo	/Script/AdvancedPreviewScene/SharedProfiles
44038c99b020a50e	ffffffffffffffff	ffffffffffffffff	0	package	/Script/AdvancedWidgets
5e41f880128faba9	44038c99b020a50e	7a42bb1d03b5285f	0	class_default_object	/Script/AdvancedWidgets/Default__RadialSlider
7a42bb1d03b5285f	44038c99b020a50e	ffffffffffffffff	0	class_with_cdo	/Script/AdvancedWidgets/RadialSlider
48736aca3dcc4cae	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/GetCustomDefaultValue
7145b1bafad2381a	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/GetNormalizedSliderHandlePosition
7109cc4c856adc24	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/GetValue
5f6ef00cbc93f36a	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetAngularOffset
506ffb9faa079639	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetCenterBackgroundColor
4589f6d38d965570	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetCustomDefaultValue
4a0ae6fbd51a7519	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetHandStartEndRatio
4e93b291208b160b	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetLocked
7e5f2d5975cee5ce	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetShowSliderHand
5b7fde8e127f619b	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetShowSliderHandle
68178b03aaec6f27	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetSliderBarColor
404dbaa66b0fcc80	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetSliderHandleColor
5e514861c0ca8384	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetSliderHandleEndAngle
5e793dd517457291	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetSliderHandleStartAngle
43b8872e7fa36775	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetSliderProgressColor
46dac82507927876	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetSliderRange
6bd9a178527a9aa0	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetStepSize
7407549f3297768f	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetUseVerticalDrag
633d36c79572d1bf	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetValue
49946c8589aac878	7a42bb1d03b5285f	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AdvancedWidgets/RadialSlider/SetValueTags
5a90819adf73fa5e	ffffffffffffffff	ffffffffffffffff	0	package	/Script/AIGraph
652debca0412156f	5a90819adf73fa5e	ffffffffffffffff	0	class_with_cdo	/Script/AIGraph/AIGraph
7928289b0abf3830	5a90819adf73fa5e	ffffffffffffffff	0	class_with_cdo	/Script/AIGraph/AIGraphNode
6570ce0c27dc9092	5a90819adf73fa5e	ffffffffffffffff	0	class_with_cdo	/Script/AIGraph/AIGraphSchema
707b2659e0f2636c	5a90819adf73fa5e	ffffffffffffffff	0	package_member_unclassified	/Script/AIGraph/AISchemaAction_AddComment
4bbfb4c7149468c8	5a90819adf73fa5e	ffffffffffffffff	0	package_member_unclassified	/Script/AIGraph/AISchemaAction_NewNode
7c7167967d63ce23	5a90819adf73fa5e	ffffffffffffffff	0	package_member_unclassified	/Script/AIGraph/AISchemaAction_NewSubNode
541d50b7cee8c932	5a90819adf73fa5e	652debca0412156f	0	class_default_object	/Script/AIGraph/Default__AIGraph
5f47287ff58bc3f0	5a90819adf73fa5e	7928289b0abf3830	0	class_default_object	/Script/AIGraph/Default__AIGraphNode
52e256e7194fed80	5a90819adf73fa5e	6570ce0c27dc9092	0	class_default_object	/Script/AIGraph/Default__AIGraphSchema
5a6f80d9a3661a2f	5a90819adf73fa5e	7dab451dfddc43c5	0	class_default_object	/Script/AIGraph/Default__K2Node_AIMoveTo
749d940b47f05491	5a90819adf73fa5e	ffffffffffffffff	0	package_member_unclassified	/Script/AIGraph/GraphNodeClassData
7dab451dfddc43c5	5a90819adf73fa5e	ffffffffffffffff	0	class_with_cdo	/Script/AIGraph/K2Node_AIMoveTo
57d99ebbded79653	ffffffffffffffff	ffffffffffffffff	0	package	/Script/AIModule
60a83876c050741b	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/ActorPerceptionBlueprintInfo
63212de5151d61e8	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/ActorPerceptionForgetUpdatedDelegate__DelegateSignature
536397f326e34093	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/ActorPerceptionInfoUpdatedDelegate__DelegateSignature
609abd08a9307c10	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/ActorPerceptionUpdatedDelegate__DelegateSignature
72f4c93f1c83a282	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/ActorPerceptionUpdateInfo
4b176f4a710a6dc0	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIAsyncTaskBlueprintProxy
6fe10f5e91855e67	4b176f4a710a6dc0	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIAsyncTaskBlueprintProxy/OnMoveCompleted
7aefb55890a0aef7	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary
55adab393f32311b	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/CreateMoveToProxyObject
78b21fd827a6b2ec	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/GetAIController
60f08778413bb575	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/GetBlackboard
7841d223db07c7a1	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/GetCurrentPath
6fbbfcba94e6624d	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/GetCurrentPathIndex
4b9001a3cd4fada0	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/GetCurrentPathPoints
590e5c0fc3354f06	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/GetNextNavLinkIndex
70575f941dcab0fd	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/IsValidAIDirection
738a66d10a38f864	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/IsValidAILocation
40f680ba11633795	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/IsValidAIRotation
7636a578321f9d2b	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/LockAIResourcesWithAnimation
5362607bcafa0f9f	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/SendAIMessage
55dab341a7439c02	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/SimpleMoveToActor
65fa9c9a03be079d	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/SimpleMoveToLocation
6537b75f2cd3e963	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/SpawnAIFromClass
4e882d7cf3f82cd1	7aefb55890a0aef7	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIBlueprintHelperLibrary/UnlockAIResourcesWithAnimation
48f3afedcef827c8	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIController
6a9b2803309be670	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/ClaimTaskResource
4ed9ac3879f57e3a	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/GetAIPerceptionComponent
7bb8a62af35f7df7	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/GetDeprecatedActionsComponent
483f93d3c0b601d7	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/GetFocalPoint
6a1f6805028f9fef	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/GetFocalPointOnActor
704b845f7e8352ac	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/GetFocusActor
5fff391c6d32570e	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/GetImmediateMoveDestination
59b588cc60ddb01b	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/GetMoveStatus
5ecc4f7c2248f1eb	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/GetPathFollowingComponent
51ee85a2133bcb8f	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/HasPartialPath
74659f5bf6e003ab	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/K2_ClearFocus
47f1af67802b2888	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/K2_SetFocalPoint
6adcff708908a30a	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/K2_SetFocus
4bf96216a06c0d0e	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/MoveToActor
70af70d0ceb6f042	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/MoveToLocation
7dcdf5d90ce3cf2e	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/OnGameplayTaskResourcesClaimed
68fdd63a3e72a4c3	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/OnUsingBlackBoard
52307a133c13317c	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/RunBehaviorTree
598e2d97f48d7179	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/SetMoveBlockDetection
7f4319195d99f811	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/SetPathFollowingComponent
5b4659234aed8767	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/UnclaimTaskResource
5b199d29cf719eb5	48f3afedcef827c8	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIController/UseBlackboard
74a8d1072240a888	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AIDamageEvent
4a955f966986564c	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIDataProvider
61394c8b00d329ea	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIDataProvider_QueryParams
6b82bfe82fcd1935	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIDataProvider_Random
7a85252dce125e96	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AIDataProviderBoolValue
5b9540dafaf4534b	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AIDataProviderFloatValue
647b54a714da104b	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AIDataProviderIntValue
54826549c1c17a2f	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AIDataProviderStructValue
733089cc4045e984	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AIDataProviderTypedValue
651091781273d361	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AIDataProviderValue
4ab480a6b32a9153	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AIDynamicParam
58d329e45a6373e7	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIHotSpotManager
7a03b2bf7d669045	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AIMoveCompletedSignature__DelegateSignature
4d264c9a90179d36	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AIMoveRequest
6b6f444566ddc5c7	57d99ebbded79653	ffffffffffffffff	0	package_member_unclassified	/Script/AIModule/AINoiseEvent
6fad70191702cefe	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIPerceptionComponent
5c960a2747aec052	6fad70191702cefe	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionComponent/ForgetAll
6f4bf5bc2cbb0805	6fad70191702cefe	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionComponent/GetActorsPerception
469c97f803bf4e9d	6fad70191702cefe	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionComponent/GetCurrentlyPerceivedActors
70a1ba2039b7ade5	6fad70191702cefe	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionComponent/GetKnownPerceivedActors
76710dfe52c32799	6fad70191702cefe	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionComponent/GetPerceivedHostileActors
659c633a6e299501	6fad70191702cefe	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionComponent/GetPerceivedHostileActorsBySense
652cf92a3bb3b67a	6fad70191702cefe	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionComponent/IsSenseEnabled
71fc36797e4f0c34	6fad70191702cefe	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionComponent/OnOwnerEndPlay
7d2cd7e960b13833	6fad70191702cefe	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionComponent/RequestStimuliListenerUpdate
643745e8f9fbb44c	6fad70191702cefe	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionComponent/SetSenseEnabled
4f4011050ac00ba9	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIPerceptionListenerInterface
7d774c867d016a79	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIPerceptionStimuliSourceComponent
4081f62d380929b3	7d774c867d016a79	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionStimuliSourceComponent/RegisterForSense
559bf1b693ce786f	7d774c867d016a79	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionStimuliSourceComponent/RegisterWithPerceptionSystem
50c6958493b63aad	7d774c867d016a79	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionStimuliSourceComponent/UnregisterFromPerceptionSystem
711de1226374a8fe	7d774c867d016a79	ffffffffffffffff	0	member_of_class_with_cdo	/Script/AIModule/AIPerceptionStimuliSourceComponent/UnregisterFromSense
6355d793ec99f69f	57d99ebbded79653	ffffffffffffffff	0	class_with_cdo	/Script/AIModule/AIPerceptionSystem
